,hs_name,hs_ceeb,ccd_name,ccd_nces,score
2233,saint dominic regional hs,200555,,,
2234,heritage school,450323,,,
2235,geibel high school,390815,,,
2236,colegio espiritu santo,542240,,,
2237,salisbury school,,,,
2238,mercy ships academy,444168,,,
2239,alternative diploma program,995530,,,
2240,colegio maria auxiliadora,541242,,,
2241,saint annes school-paraguay,935260,,,
2242,saint lawrence academy,053277,,,
2243,rockbridge academy inc,210754,,,
2244,billy c ryan high school,441940,,,
2245,saint francis school,541287,,,
2246,core butte charter school,054171,CORE Butte Charter,060184311953,84.0
2247,waukegan east high school,144320,Waukegan High School,174125004141,89.0
2248,asu prep academy phoenix,030671,ASU Preparatory Academy- Phoenix Elementary,040076403051,72.0
2249,texas online preparatory schoo,444166,,,
2250,riseup community school,060555,,,
2251,saint marys school,544771,,,
2252,kipp academy lynn collegiate,221262,KIPP Academy Lynn Charter School,250008201845,73.0
2253,brooklyn community arts media,330831,BROOKLYN COMMUNITY ARTS AND MEDIA HIGH SCHOOL (BCAM),360009105962,72.0
2254,maranatha christian high sch,060053,,,
2255,ace tech charter high school,140648,Ace Technical Charter High School,170993005051,92.0
2256,suncoast polytechnical hs,102215,SUNCOAST POLYTECHNICAL HIGH SCHOOL,120168007003,85.0
2257,gehlen catholic high school,162470,,,
2258,summit view school,052652,,,
2259,no monterey co ctr indep study,050494,North Monterey County Center for Independent Study,062759009412,75.0
2260,michigan great lakes virtual a,232405,Michigan Great Lakes Virtual Academy,260107008516,91.0
2261,cold stream alternative school,,Cold Stream Alternative,063877006175,87.0
2262,pathways,061364,,,
2263,international community school,100907,,,
2264,thales academy: rolesville,343395,,,
2265,woodland acres chrstn school,443466,,,
2266,mccurdy high school,320585,MCCURDY CHARTER SCHOOL,350015301083,78.0
2267,mesa preparatory academy,030617,,,
2268,da vinci communications hs,054794,Da Vinci Communications High,060150513832,93.0
2269,greater lawndale hs soc jus,141349,,,
2270,hawaii technology academy,120246,Hawaii Technology Academy - PCS,150003000295,89.0
2271,urban science academy,221079,Urban Science Academy,250279001898,100.0
2272,kradwell school,502428,,,
